Vendor,Library,No,ID,Formula,MW,Smile,Conc_mM,Solvent,Plate_ID,Plate_well
Enamine,UC-204426,144,Z1395142915,C8H8N2O2,164.161,OC(c1ccco1)c2ncc[nH]2,100,DMSO,1233977-Y25-04,P11
Enamine,UC-204426,145,Z1508990529,C12H12N2O2,216.236,Cn1ncc(C(=O)O)c1Cc2ccccc2,100,DMSO,1233977-Y25-04,A12
Enamine,UC-204426,146,Z239873162,C13H20N2O,220.311,NCc1ccc(CN2CCC(O)CC2)cc1,100,DMSO,1233977-Y25-04,B12
Enamine,UC-204426,147,Z1625140528,C7H9N3,135.166,CCc1nn(C)cc1C#N,100,DMSO,1233977-Y25-04,C12
Enamine,UC-204426,148,Z1255385069,C9H7NO2,161.157,Cc1cc(C#N)ccc1C(=O)O,100,DMSO,1233977-Y25-04,D12
Enamine,UC-204426,149,Z425645996,C13H13FN2,216.254,CNC(c1ccc(F)cc1)c2cccnc2,100,DMSO,1233977-Y25-04,E12
Enamine,UC-204426,150,Z326178796,C8H18N2,142.242,CCN1CCCCC1CN,100,DMSO,1233977-Y25-04,F12
Enamine,UC-204426,151,Z1268152413,C8H11ClFNO,155.17,Cl.NC(CO)c1ccccc1F,100,DMSO,1233977-Y25-04,G12
Enamine,UC-204426,152,Z285141570,C11H16N2O2S,240.322,O=S(=O)(NC1CCCNC1)c2ccccc2,100,DMSO,1233977-Y25-04,H12
Enamine,UC-204426,153,Z1198169687,C11H16N2O,192.258,COc1ccccc1C2CNCCN2,100,DMSO,1233977-Y25-04,I12
Enamine,UC-204426,154,Z838971276,C10H9ClFN3,225.65,Nc1ccnn1Cc2ccc(Cl)c(F)c2,100,DMSO,1233977-Y25-04,J12
Enamine,UC-204426,155,Z1020761076,C12H16FNO,209.26,OC1(Cc2ccccc2F)CCNCC1,100,DMSO,1233977-Y25-04,K12
Enamine,UC-204426,156,Z1104856356,C11H16N2O,192.258,CC(C)Nc1ccc(C(=O)N)c(C)c1,100,DMSO,1233977-Y25-04,L12
Enamine,UC-204426,157,Z332385190,C8H5ClFN3S,229.662,Nc1nnc(s1)c2c(F)cccc2Cl,100,DMSO,1233977-Y25-04,M12
Enamine,UC-204426,158,Z802824098,C10H13FN2O,196.221,Fc1ccc(NC2CCOCC2)nc1,100,DMSO,1233977-Y25-04,N12
Enamine,UC-204426,159,Z728910206,C10H20N2,168.279,C1CCC(C1)NC2CCNCC2,100,DMSO,1233977-Y25-04,O12
Enamine,UC-204426,160,Z670157384,C7H12N2S,156.249,CCc1ncc(CNC)s1,100,DMSO,1233977-Y25-04,P12
Enamine,UC-204426,161,Z1082217140,C9H15N3,165.236,Cn1cc(cn1)C2CCCCN2,100,DMSO,1233977-Y25-04,A13
Enamine,UC-204426,162,Z975823512,C9H11NO3,181.189,OC(=O)c1cc(no1)C2CCCC2,100,DMSO,1233977-Y25-04,B13
Enamine,UC-204426,163,Z274767396,C7H13N3,139.198,CCn1nc(C)c(N)c1C,100,DMSO,1233977-Y25-04,C13
Enamine,UC-204426,164,Z1269753912,C12H17NO,191.269,OC(CC1CCCN1)c2ccccc2,100,DMSO,1233977-Y25-04,D13
Enamine,UC-204426,165,Z45415581,C6H6FNO2S,175.181,NS(=O)(=O)c1ccccc1F,100,DMSO,1233977-Y25-04,E13
